Date ,Report Type ,Street ,Sub-Division
9/20/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/22/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/26/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/27/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/29/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/29/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/30/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/30/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/3/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/4/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/5/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/5/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/8/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/8/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/11/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/13/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/13/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/15/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/17/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/22/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/22/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/22/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/22/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/23/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/23/2005,"DAMAGE PROPERTY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/23/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/26/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/28/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/1/2005,"MANUF, SALE, POSS CONTROL SUBST -SCHEDULE I,II ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/2/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/14/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/16/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/17/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/17/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/22/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/2/2005,ARSON ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/7/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/12/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/14/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/15/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/18/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/18/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/19/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/20/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/20/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/22/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/27/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/27/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/27/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/31/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/17/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY & BATTLE ROAD ,YORKTOWN
7/10/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & COOK ROAD ,
7/10/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & COOK ROAD ,
7/10/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY & COOK ROAD ,
3/9/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & DARE ROAD ,
7/7/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & DENBIGH BLVD ,GRAFTON
5/16/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY & EDGEHILL LANE ,
3/23/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
3/31/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
5/17/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
10/23/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
10/23/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
10/23/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,YORKTOWN
12/6/2005,INDECENT EXPOSURE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GOOSLEY ROAD ,
1/15/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
3/25/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
6/19/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
6/19/2005,OBSTRUCTING JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
6/19/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
8/23/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
8/23/2005,ELUDING POLICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
8/23/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
8/23/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GRAFTON DRIVE ,
3/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & GREENE DRIVE ,YORKTOWN
10/15/2005,DISORDERLY CONDUCT ,GEORGE WASHINGTON MEMORIAL HIGHWAY & RR CROSSING ,
8/11/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY & RR TRACKS ,
6/14/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,GRAFTON
8/13/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
8/13/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
8/13/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
10/8/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,GEORGE WASHINGTON MEMORIAL HIGHWAY & SIEGE LANE ,YORKTOWN
7/21/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & TOUR ROAD ,YORKTOWN
3/29/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY & VICTORY BLVD ,TABB
4/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & WHITES LANE ,
4/3/2005,AGGRESIVE DRIVING ,GEORGE WASHINGTON MEMORIAL HIGHWAY & WHITES ROAD ,GRAFTON
11/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY & WHITES ROAD ,GRAFTON
3/21/2005,ISSUING BAD CHECKS >=$200 ,GEROGE WASHINGTON MEMORIAL HIGHWAY ,
3/9/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GLEN LAUREL WAY ,GLEN LAUREL
3/9/2005,RAPE ,GLEN LAUREL WAY ,GLEN LAUREL
9/27/2005,"DAMAGE PROPERTY, PRIVATE ",GLEN LAUREL WAY ,GLEN LAUREL
9/30/2005,"DAMAGE PROPERTY, PRIVATE ",GLEN LAUREL WAY ,GLEN LAUREL
4/21/2005,SEXUAL BATTERY ,GNARLED OAK LANE ,GRAFTON WOODS
7/29/2005,OVERDOSE ,GNARLED OAK LANE ,GRAFTON WOODS
1/7/2005,PETIT LARCENY ,GOODWIN NECK ROAD ,SEAFORD
1/8/2005,CITIZEN REQUESTED ASSISTANCE ,GOODWIN NECK ROAD ,SEAFORD
2/2/2005,GRAND LARCENY ,GOODWIN NECK ROAD ,SEAFORD
3/14/2005,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY ,GOODWIN NECK ROAD ,SEAFORD
5/9/2005,CITIZEN REQUESTED ASSISTANCE ,GOODWIN NECK ROAD ,SEAFORD
5/9/2005,"FRAUD, ALL OTHERS ",GOODWIN NECK ROAD ,SEAFORD
6/4/2005,CITIZEN REQUESTED ASSISTANCE ,GOODWIN NECK ROAD ,
6/17/2005,"ASSAULT, SIMPLE ",GOODWIN NECK ROAD ,SEAFORD
6/17/2005,THREATEN BODILY HARM ,GOODWIN NECK ROAD ,SEAFORD
6/18/2005,RECKLESS - GENERAL ,GOODWIN NECK ROAD ,SEAFORD
7/2/2005,GRAND LARCENY ,GOODWIN NECK ROAD ,SEAFORD
7/3/2005,CITIZEN REQUESTED ASSISTANCE ,GOODWIN NECK ROAD ,SEAFORD
7/26/2005,"BURGLARY, BUSINESS ",GOODWIN NECK ROAD ,SEAFORD
8/1/2005,"DAMAGE PROPERTY, PRIVATE ",GOODWIN NECK ROAD ,SEAFORD
9/11/2005,ARSON ,GOODWIN NECK ROAD ,SEAFORD
9/11/2005,ARSON ,GOODWIN NECK ROAD ,SEAFORD
9/12/2005,ARSON ,GOODWIN NECK ROAD ,SEAFORD
9/13/2005,ARSON ,GOODWIN NECK ROAD ,SEAFORD
9/19/2005,"LARCENY,FROM MOTOR VEHICLE ",GOODWIN NECK ROAD ,SEAFORD
11/5/2005,"DAMAGE PROPERTY, PRIVATE ",GOODWIN NECK ROAD ,SEAFORD
12/1/2005,"DAMAGE PROPERTY, PRIVATE ",GOODWIN NECK ROAD ,SEAFORD
12/1/2005,TRESPASSING ,GOODWIN NECK ROAD ,SEAFORD
12/24/2005,"DAMAGE PROPERTY, BUSINESS ",GOODWIN NECK ROAD ,SEAFORD
10/16/2005,POSSESSION OF MARIJUANA ,GOODWIN NECK ROAD & OPERATIONS DRIVE ,SEAFORD
4/16/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GOODWIN NECK ROAD & WOLFTRAP ROAD ,SEAFORD
7/14/2005,NO DRIVERS LICENSE ,GOODWIN NECK ROAD & WOLFTRAP ROAD ,SEAFORD
4/6/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GOODWIN NECK ROAD AND GEORGE WASH MEM HWY ,
12/30/2005,SEXUAL BATTERY ,GRAFTON DISTRICT ROAD ,EDGEHILL
2/3/2005,CITIZEN REQUESTED ASSISTANCE ,GRAFTON DRIVE ,
2/6/2005,TRESPASSING ,GRAFTON DRIVE ,GRAFTON
2/13/2005,"DAMAGE PROPERTY, PRIVATE ",GRAFTON DRIVE ,
2/22/2005,LOST PROPERTY ,GRAFTON DRIVE ,
2/25/2005,GRAND LARCENY ,GRAFTON DRIVE ,GRAFTON
2/27/2005,CITIZEN REQUESTED ASSISTANCE ,GRAFTON DRIVE ,GRAFTON
2/28/2005,HIT & RUN ,GRAFTON DRIVE ,
3/3/2005,"ASSAULT, SIMPLE ",GRAFTON DRIVE ,
3/25/2005,CITIZEN REQUESTED ASSISTANCE ,GRAFTON DRIVE ,
4/20/2005,CITIZEN REQUESTED ASSISTANCE ,GRAFTON DRIVE ,
5/23/2005,"ASSAULT, SIMPLE ",GRAFTON DRIVE ,
5/23/2005,UNAUTHORIZED USE OF VEHICLE ,GRAFTON DRIVE ,
6/9/2005,TRESPASS ON CHURCH OR SCHOOL PROPERTY ,GRAFTON DRIVE ,
9/19/2005,DISORDERLY CONDUCT ,GRAFTON DRIVE ,
10/19/2005,CITIZEN REQUESTED ASSISTANCE ,GRAFTON DRIVE ,GRAFTON
10/20/2005,DISORDERLY CONDUCT ,GRAFTON DRIVE ,GRAFTON
10/20/2005,THREATEN BODILY HARM ,GRAFTON DRIVE ,GRAFTON
10/24/2005,"FORGING, UTTERING ",GRAFTON DRIVE ,GRAFTON
10/24/2005,PETIT LARCENY ,GRAFTON DRIVE ,GRAFTON
11/1/2005,POSSESSION OF MARIJUANA ,GRAFTON DRIVE ,GRAFTON
11/7/2005,CURSING/OBSCENE LANGUAGE ,GRAFTON DRIVE ,GRAFTON
11/7/2005,DISORDERLY CONDUCT ,GRAFTON DRIVE ,GRAFTON
11/21/2005,OBSCENE/THREATENING PHONE CALL ,GRAFTON DRIVE ,GRAFTON
11/22/2005,"FRAUD, ALL OTHERS ",GRAFTON DRIVE ,GRAFTON
5/6/2005,"ASSAULT, SIMPLE ",GRAFTON STATION LANE ,WASHINGTON SQUARE
5/20/2005,CREDIT CARD FRAUD ,GRAFTON STATION LANE ,WASHINGTON SQUARE
10/13/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GRAFTON STATION LANE ,WASHINGTON SQUARE
11/20/2005,BRANDISHING FIREARM ,GRAFTON STATION WOODLINE @ LAKE ,WASHINGTON SQUARE
9/7/2005,DRUNK IN PUBLIC ,GRAY LANE ,LEES VILLAGE
9/7/2005,PETIT LARCENY ,GRAY LANE ,LEES VILLAGE
9/7/2005,TAMPERING WITH AUTO ,GRAY LANE ,LEES VILLAGE
9/7/2005,TRESPASSING ,GRAY LANE ,LEES VILLAGE
10/16/2005,GRAND LARCENY ,GREENE DRIVE ,GREENE INDUSTRIAL PARK
7/10/2005,"DAMAGE PROPERTY, PRIVATE ","GREENE DRIVE, AUTO HAUS ",GREENE INDUSTRIAL PARK
7/10/2005,PETIT LARCENY ,"GREENE DRIVE, AUTO HAUS ",GREENE INDUSTRIAL PARK
9/17/2005,"DAMAGE PROPERTY, PRIVATE ",HAMPTON HIGHWAY ,TABB
6/17/2005,GRAND LARCENY ,HARRIS GROVE LANE ,EDGEHILL
5/15/2005,GRAND LARCENY ,HARRIS LANE ,GOFFIGAN GARDENS
2/28/2005,CITIZEN REQUESTED ASSISTANCE ,HARROD LANE ,BATTLE PARK
5/4/2005,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,HARROD LANE ,BATTLE PARK
5/4/2005,ESCAPE FROM CUSTODY ,HARROD LANE ,BATTLE PARK
6/14/2005,"ASSAULT, SIMPLE, DOMESTIC ",HARROD LANE ,BATTLE PARK
2/10/2005,CITIZEN REQUESTED ASSISTANCE ,HARWOOD DRIVE ,HARWOOD MILLS
6/1/2005,PETIT LARCENY ,HARWOOD DRIVE ,HARWOOD MILLS
9/21/2005,CITIZEN REQUESTED ASSISTANCE ,HARWOOD DRIVE ,HARWOOD MILLS
9/27/2005,PETIT LARCENY ,HARWOOD DRIVE ,HARWOOD MILLS
11/11/2005,MISSING PERSON ,HARWOOD DRIVE ,HARWOOD MILL
4/24/2005,UNAUTHORIZED USE OF VEHICLE ,HAVERSTRAW COURT ,YORK CROSSING
11/6/2005,"DAMAGE PROPERTY, PRIVATE ",HENRY LEE LANE ,BRANDYWINE
5/2/2005,"LARCENY,FROM MOTOR VEHICLE ",HILLBURNE LANE ,LAKESIDE FOREST
8/31/2005,"DAMAGE PROPERTY, PRIVATE ",HILLBURNE LANE ,LAKESIDE FOREST
10/21/2005,"LARCENY,FROM MOTOR VEHICLE ",HILLBURNE LANE ,LAKESIDE FOREST
4/13/2005,LOST PROPERTY ,HODGES COVE ROAD ,WOODHAVEN
5/23/2005,"ASSAULT, SIMPLE, DOMESTIC ",HODGES COVE ROAD ,WOODHAVEN
10/14/2005,"ASSAULT, SIMPLE, DOMESTIC ",HODGES COVE ROAD ,WOODHAVEN
4/13/2005,ANNOYING PHONE CALLS ,HOLDEN LANE ,BRANDYWINE
7/27/2005,CITIZEN REQUESTED ASSISTANCE ,HOLLY POINT ROAD ,GRAFTON
10/5/2005,GRAND LARCENY ,HOLLY POINT ROAD ,GRAFTON
5/3/2005,TRESPASSING ,HOLMES BOULEVARD ,WILLOW LAKES
5/31/2005,"BURGLARY, RESIDENTIAL ",HOLMES BOULEVARD ,WILLOW LAKES
5/31/2005,"DAMAGE PROPERTY, PRIVATE ",HOLMES BOULEVARD ,WILLOW LAKES
8/22/2005,"DAMAGE PROPERTY, PRIVATE ",HOLMES BOULEVARD ,WILLOW LAKES
10/16/2005,"DAMAGE PROPERTY, PRIVATE ",HOLMES BOULEVARD ,WILLOW LAKES
10/17/2005,"DAMAGE PROPERTY, PRIVATE ",HOLMES BOULEVARD ,WILLOW LAKES
10/26/2005,ANNOYING PHONE CALLS ,HOLMES BOULEVARD ,WILLOW LAKES
11/30/2005,AGGRESIVE DRIVING ,HORNSBYVILLE & WOLFTRAP ROAD ,HORNSBYVILLE
11/30/2005,"ASSAULT, SIMPLE ",HORNSBYVILLE & WOLFTRAP ROAD ,HORNSBYVILLE
3/3/2005,CITIZEN REQUESTED ASSISTANCE ,HORNSBYVILLE ROAD ,HORNSBYVILLE
4/4/2005,GRAND LARCENY ,HORNSBYVILLE ROAD ,HORNSBYVILLE
8/5/2005,TRESPASSING ,HORNSBYVILLE ROAD ,HORNSBYVILLE
8/12/2005,GRAND LARCENY ,HORNSBYVILLE ROAD ,HORNSBYVILLE
8/22/2005,"DAMAGE PROPERTY, PRIVATE ",HORNSBYVILLE ROAD ,HORNSBYVILLE
8/31/2005,THREATEN BODILY HARM ,HORNSBYVILLE ROAD ,HORNSBYVILLE
9/2/2005,MAIMING ,HORNSBYVILLE ROAD ,HORNSBYVILLE
11/6/2005,"ASSAULT, SIMPLE ",HORNSBYVILLE ROAD ,HORNSBYVILLE
11/18/2005,"DAMAGE PROPERTY, PRIVATE ",HORNSBYVILLE ROAD ,HORNSBYVILLE
12/28/2005,HIT & RUN ,HORNSBYVILLE ROAD ,HORNSBYVILLE
12/28/2005,HIT AND RUN -PROPERTY DAMAGE ,HORNSBYVILLE ROAD ,HORNSBYVILLE
6/13/2005,THROWING OBJECT AT MOVING VEHICLE ,HORNSBYVILLE ROAD & MELODY LANE ,HORNSBYVILLE
6/13/2005,THROWING OBJECT AT MOVING VEHICLE ,HORNSBYVILLE ROAD & MELODY LANE ,HORNSBYVILLE
1/12/2005,ABUSE AND NEGLECT OF CHILDREN ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
2/7/2005,CITIZEN REQUESTED ASSISTANCE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
3/7/2005,SEXUAL BATTERY ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
4/19/2005,DRUNK IN PUBLIC ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
5/17/2005,CITIZEN REQUESTED ASSISTANCE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
5/31/2005,CITIZEN REQUESTED ASSISTANCE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
7/3/2005,CITIZEN REQUESTED ASSISTANCE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
7/12/2005,"ASSAULT, SIMPLE ",HUDGINS FARM DRIVE ,GRAFTON BRANCH
7/12/2005,CITIZEN REQUESTED ASSISTANCE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
8/21/2005,RUNAWAY JUVENILE ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
9/30/2005,"ASSAULT, AGGRAVATED, DOMESTIC ",HUDGINS FARM DRIVE ,GRAFTON BRANCH
11/25/2005,IDENTITY FRAUD ,HUDGINS FARM DRIVE ,GRAFTON BRANCH
4/7/2005,ANNOYING PHONE CALLS ,IBIS PLACE ,"LAKES AT DARE, THE"
4/15/2005,OBSCENE/THREATENING PHONE CALL ,IBIS PLACE ,"LAKES AT DARE, THE"
4/9/2005,"ASSAULT, SIMPLE, DOMESTIC ",ILEX DRIVE ,ILEX ACRES
5/28/2005,"DAMAGE PROPERTY, PRIVATE ",ILEX DRIVE ,ILEX ACRES
9/12/2005,DISORDERLY CONDUCT ,ILEX DRIVE ,ILEX ACRES
10/15/2005,"DAMAGE PROPERTY, PRIVATE ",ILEX DRIVE ,ILEX ACRES
10/23/2005,"ASSAULT, SIMPLE ",ILEX DRIVE ,ILEX ACRES
12/20/2005,THREATS OF DEATH OR BODILY INJURY BY LETTER ,JARA LANE ,
1/17/2005,OBSCENE/THREATENING PHONE CALL ,JENKINS COURT ,"HIGHLANDS, THE"
7/4/2005,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,JERNIGAN LANE ,SHIPS POINT LANDING
7/4/2005,DISORDERLY CONDUCT ,JERNIGAN LANE ,SHIPS POINT LANDING
7/4/2005,POSSESSION OF MARIJUANA ,JERNIGAN LANE ,SHIPS POINT LANDING
7/4/2005,RESISTING ARREST/OBS JUSTICE W/O THREAT OF FORCE ,JERNIGAN LANE ,SHIPS POINT LANDING
7/4/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,JERNIGAN LANE ,SHIPS POINT LANDING
7/4/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,JERNIGAN LANE ,SHIPS POINT LANDING
9/4/2005,"LARCENY,FROM MOTOR VEHICLE ",JERNIGAN LANE ,SHIPS POINT LANDING
4/5/2005,"BURGLARY, RESIDENTIAL ",JOEL LANE ,CASTELLOW HEIGHTS
6/28/2005,DEATH INVESTIGATION ,JOEL LANE ,CASTELLOW HEIGHTS
4/3/2005,"ASSAULT, SIMPLE, DOMESTIC ",JOHN CARL DRIVE ,PROSPECT PARK
6/25/2005,"ASSAULT, SIMPLE, DOMESTIC ",JOHN CARL DRIVE ,PROSPECT PARK
10/10/2005,CITIZEN REQUESTED ASSISTANCE ,JUDITH CIRCLE ,FAISON GREEN
8/4/2005,CITIZEN REQUESTED ASSISTANCE ,JUSTICE LANE ,GRAFTON STATION
9/15/2005,"ASSAULT, SIMPLE ",JUSTICE LANE ,GRAFTON STATION
10/26/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,JUSTICE LANE ,GRAFTON STATION
10/26/2005,POSSESSION OF MARIJUANA ,JUSTICE LANE ,GRAFTON STATION
11/23/2005,CITIZEN REQUESTED ASSISTANCE ,JUSTICE LANE ,GRAFTON STATION
6/1/2005,"ASSAULT, SIMPLE ",KARLEY PLACE ,WILLOW LAKES
6/1/2005,PETIT LARCENY ,KARLEY PLACE ,WILLOW LAKES
5/11/2005,TRESPASSING ,KENMAR DRIVE ,BRANDYWINE
7/2/2005,OVERDOSE ,KENMAR DRIVE ,BRANDYWINE
8/20/2005,CITIZEN REQUESTED ASSISTANCE ,KEY CIRCLE ,IRA-CHURCHVILLE ESTATES
10/15/2005,"DAMAGE PROPERTY, PRIVATE ",KIMBERLY COURT ,LEES VILLAGE
11/4/2005,FUGITIVE FROM JUSTICE ,KIMBERLY COURT ,LEES VILLAGE
10/3/2005,PETIT LARCENY ,KINGSBRIDGE LANE ,YORK CROSSING
10/3/2005,RUNAWAY JUVENILE ,KINGSBRIDGE LANE ,YORK CROSSING
10/5/2005,CITIZEN REQUESTED ASSISTANCE ,KINGSBRIDGE LANE ,YORK CROSSING
3/22/2005,CITIZEN REQUESTED ASSISTANCE ,KITTY DRIVE ,COVE HOMES
1/6/2005,CITIZEN REQUESTED ASSISTANCE ,LAKESIDE DRIVE ,GRAFTON
1/7/2005,CITIZEN REQUESTED ASSISTANCE ,LAKESIDE DRIVE ,GRAFTON
3/1/2005,MISSING PERSON ,LAKESIDE DRIVE ,GRAFTON
