STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
TN,"BLANKET,BURN       ",6510014390862,6,405.49," $ 2,432.94 ",20111018
TN,FLAT SCREEN MONITORS,702501C056222,2,100.00, $ 200.00 ,20111018
TN,PROJECTION SYSTEM,5820011037713,1,3343.20," $ 3,343.20 ",20111018
TN,PROJECTOR PRESENTATION,673001C038114,1,1000.00," $ 1,000.00 ",20111018
TN,PROJECTOR VIDEO,5836013927680,1,7016.00," $ 7,016.00 ",20111018
TN,RESUSCITATOR WITH CANISTERS,651500RESUS,6,20.00, $ 120.00 ,20111018
TN,SONY DVD CD,745001C044490,2,50.00, $ 100.00 ,20111018
TN,PORTABLE VISION STAGE,545000STAGE,1,87000.00," $ 87,000.00 ",20111019
TN,PROJECTOR PRESENTATION,673001C038114,1,1000.00," $ 1,000.00 ",20111020
TN,SCOOTER MOTOR,2340005403900,4,7430.00," $ 29,720.00 ",20111020
TN,BUCKET  SKID STEER,232000BUCKET,1,1600.00," $ 1,600.00 ",20111020
TN,"CASTER,RIGID       ",5340009856734,13,50.66, $ 658.58 ,20111020
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111020
TN,STRAPS  TIEDOWN,167000TIEDOWN,15,12.00, $ 180.00 ,20111021
TN,TRUMPET,7710002675367,5,465.84," $ 2,329.20 ",20111021
TN,"TRACTOR,WHEELED,IND",2420011602754,1,110000.00," $ 110,000.00 ",20111021
TN,"TRAILER,CARGO      ",2330013875443,1,8954.00," $ 8,954.00 ",20111022
TN,"VEST,REL,BA,L,KHA  ",8470015188529,1,298.00, $ 298.00 ,20111027
TN,"CARRIER,FIGHTING LO",8465014917451,4,59.90, $ 239.60 ,20111027
TN,"POUCH,MEDICAL,KH   ",8465015195185,1,19.81, $ 19.81 ,20111027
TN,"POUCH,SF,GRENADE,KH",8465015291257,2,11.78, $ 23.56 ,20111027
TN,ARMOR KIT  SPECIAL TACTICS,846500ARMORKI,5,1000.00," $ 5,000.00 ",20111027
TN,"SPECTACLES KIT,BALL",8465014164629,80,15.67," $ 1,253.60 ",20111027
TN,"TAPE,INSULATION,ELE",5970001771627,24,14.77, $ 354.48 ,20111027
TN,TRUCK TRACTOR,2320014581207,1,70832.00," $ 70,832.00 ",20111027
TN,"HOLSTER,PISTOL     ",1095015411514,2,90.29, $ 180.58 ,20111027
TN,"CLIPBOARD,PILOT'S  ",8465000822636,1,18.28, $ 18.28 ,20111027
TN,"TOOL KIT,GENERAL ME",5180006063566,2,1184.32," $ 2,368.64 ",20111027
TN,"TRUCK,STAKE        ",2320011339942,1,17770.00," $ 17,770.00 ",20111028
TN,UTILITIES SUPPORT U,8340014877158,1,103105.14," $ 103,105.14 ",20111029
TN,TRAILER,254000TRAILER,1,7000.00," $ 7,000.00 ",20111031
TN,TRAILER OFFICE MOBILE,233000R002X9,1,6915.00," $ 6,915.00 ",20111101
TN,ATV 4X4 BAYOU 400,234001C117280,1,4000.00," $ 4,000.00 ",20111101
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111102
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111102
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111102
TN,"RACK,STORAGE,SMALL ",1095004070674,6,431.09," $ 2,586.54 ",20111102
TN,"SHELVING,STORAGE AN",7125005580011,5,232.32," $ 1,161.60 ",20111102
TN,UTILITIES SUPPORT U,8340014877158,1,103007.87," $ 103,007.87 ",20111102
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111102
TN,"SPECTACLE KIT,INTER",4240015255085,3,52.11, $ 156.33 ,20111102
TN,"PROJECTOR,MULTIMEDI",6730014503339,1,4995.00," $ 4,995.00 ",20111102
TN,"WHEEL,PNEUMATIC TIR",2530015416816,1,1127.00," $ 1,127.00 ",20111102
TN,FIBER ROPE ASSEMBLY,4020010476815,3,352.97," $ 1,058.91 ",20111103
TN,"PAD,KNEE           ",8415015150364,10,18.35, $ 183.50 ,20111103
TN,"ELBOW PADS,EXTERNAL",8415015150224,16,11.40, $ 182.40 ,20111103
TN,CPCVX HOLSTER SAFARILAND,846500X088152,2,70.18, $ 140.36 ,20111103
TN,"PACK,ASSAULT,MOLLE ",8465015157594,10,60.26, $ 602.60 ,20111103
TN,"GOGGLES,INDUSTRIAL ",4240015405580,17,51.13, $ 869.21 ,20111103
TN,TREADMILL KEYS FIT,7810TREADMILL,1,840.00, $ 840.00 ,20111104
TN,GYM BIKE,7810BIKERECUM,1,780.00, $ 780.00 ,20111104
TN,"GOGGLES,INDUSTRIAL ",4240015476218,20,55.09," $ 1,101.80 ",20111104
TN,FLASHLIGHT         ,6230015523289,10,896.71," $ 8,967.10 ",20111104
TN,PRESENTER DIGITAL,6730PSDP6500,1,3240.00," $ 3,240.00 ",20111104
TN,COMBAT MEDIC SET   ,8465014917547,6,153.27, $ 919.62 ,20111104
TN,BLACK NYLON RADIO EMT POUCHES,846500POUCH,50,15.00, $ 750.00 ,20111104
TN,SUREFIRE TOOLS KIT,518001C157043,2,1500.00," $ 3,000.00 ",20111104
TN,PRESSURE WASHER,491000C349172,1,4300.00," $ 4,300.00 ",20111104
TN,UTILITIES SUPPORT U,8340014877158,1,103007.87," $ 103,007.87 ",20111107
TN,ALTO SAXOPHONE WITH CASE,772001M001601,1,4200.00," $ 4,200.00 ",20111108
TN,ALTO SAXOPHONE WITH CASE,772001M001601,1,4500.00," $ 4,500.00 ",20111108
TN,FLASHLIGHT         ,6230002648261,18,8.13, $ 146.34 ,20111108
TN,BASS AMPLIFIER,771001M001308,1,260.00, $ 260.00 ,20111108
TN,BASS ELECTRIC,771001M002313,1,3900.00," $ 3,900.00 ",20111108
TN,BASS ELECTRIC WITH CASE,771001M002313,1,1500.00," $ 1,500.00 ",20111108
TN,CLARINET WOOD B FLAT WITH CAS,771001M002307,1,2750.00," $ 2,750.00 ",20111108
TN,EUPHONIUM WITH CASE,771001M001549,1,6700.00," $ 6,700.00 ",20111108
TN,EUPHONIUM WITH CASE,771001M001549,1,8400.00," $ 8,400.00 ",20111108
TN,EUPHONIUM WITH CASE,771001M001549,1,6500.00," $ 6,500.00 ",20111108
TN,EUPHONIUM WITH CASE,771001M001549,1,8400.00," $ 8,400.00 ",20111108
TN,EUPONIUM WITH CASE,771001M001549,1,6700.00," $ 6,700.00 ",20111108
TN,GUITAR ELECTRIC WITH CASE,771001M001615,1,760.00, $ 760.00 ,20111108
TN,PICCOLO WITH CASE,771001M001795,1,1200.00," $ 1,200.00 ",20111108
TN,TUBA SILENT BRASS WITH CASE,7720DSMINSTAC,3,275.00, $ 825.00 ,20111108
TN,TUBA WITH CASE,771001M002104,2,3700.00," $ 7,400.00 ",20111108
TN,TRUCK LUBRICATING A,2320012090649,1,109070.00," $ 109,070.00 ",20111108
TN,GUITAR ELECTRIC WITH CASE,771001M001615,1,760.00, $ 760.00 ,20111108
TN,"PAD,KNEE           ",8415015302351,18,18.81, $ 338.58 ,20111108
TN,VEST TACTICAL BLACKHAWK,8465DSINDEQUO,7,406.96," $ 2,848.72 ",20111108
TN,INSULATED GLOVES,844000GLOVES,20,7.99, $ 159.80 ,20111108
TN,"LANTERN,ELECTRIC   ",6230013901728,4,127.55, $ 510.20 ,20111108
TN,"SPECTACLE KIT,INTER",4240015255085,40,52.11," $ 2,084.40 ",20111108
TN,"HOOK KNIFE,RESCUE  ",4240015439618,23,17.57, $ 404.11 ,20111108
TN,"PACK,ASSAULT,MOLLE ",8465015157594,6,60.26, $ 361.56 ,20111108
TN,"BINDER,LOAD        ",3990012131746,18,58.89," $ 1,060.02 ",20111108
TN,"GOGGLES,SUN,WIND AN",8465013288268,32,23.81, $ 761.92 ,20111108
TN,"GOGGLES,SUN,WIND AN",8465013288268,10,23.81, $ 238.10 ,20111108
TN,DRAWING BOARD AND T,6675002481242,9,293.06," $ 2,637.54 ",20111108
TN,EXTENDO BED TRUCK,5140EXTENDOBE,1,5400.00," $ 5,400.00 ",20111108
TN,"DRILL,MASONRY,POWER",5133000614115,2,70.93, $ 141.86 ,20111108
TN,LIGHTWEIGHT MAINTEN,8340014563637,1,9623.94," $ 9,623.94 ",20111108
TN,MEDICAL EQUIPMENT S,6545015346129,2,28841.68," $ 57,683.36 ",20111108
TN,MEDICAL EQUIPMENT S,6545015346135,2,101789.98," $ 203,579.96 ",20111108
TN,"LIGHT,EXTENSION    ",6230002839671,1,393.43, $ 393.43 ,20111108
TN,TENNANT ES 480 FLOOR SCRUBBE,359000SCRUBBE,1,100.00, $ 100.00 ,20111109
TN,MES COMBAT LIFESAVE,6545015323674,9,264.66," $ 2,381.94 ",20111109
TN,"CARRIER,FIGHTING LO",8465014917451,20,60.47," $ 1,209.40 ",20111109
TN,"TOOL KIT,VEHICULAR,",5180011354757,4,6430.00," $ 25,720.00 ",20111109
TN,LOUDSPEAKER SET,5965012732919,2,516.88," $ 1,033.76 ",20111109
TN,"PARTS KIT,SEAT BELT",2540013874018,4,382.00," $ 1,528.00 ",20111109
TN,"GENERATOR SET,DIESE",6115010366374,1,35140.51," $ 35,140.51 ",20111110
TN,"GENERATOR SET,DIESE",6115010366374,1,35140.51," $ 35,140.51 ",20111110
TN,"GENERATOR SET,DIESE",6115010366374,1,35140.51," $ 35,140.51 ",20111110
TN,"GENERATOR SET,DIESE",6115010366374,1,35140.51," $ 35,140.51 ",20111110
TN,"GENERATOR SET,DIESE",6115010366374,1,35140.51," $ 35,140.51 ",20111110
TN,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111110
TN,"REFLECTOR SET,HIGHW",9905001489546,20,14.01, $ 280.20 ,20111110
TN,"CASE,OPTICAL INSTRU",1240013632796,50,28.64," $ 1,432.00 ",20111110
TN,"KNIFE,COMBAT,WITH S",1095003924102,12,34.42, $ 413.04 ,20111110
TN,1999 FORD F 350,232000TRUCK,1,10000.00," $ 10,000.00 ",20111115
TN,"CASE,OPTICAL INSTRU",1240013632796,25,28.64, $ 716.00 ,20111115
TN,"CLEANING KIT,GUN   ",1005014242999,50,40.15," $ 2,007.50 ",20111115
TN,"AUTOMOBILE,SEDAN   ",2310000676727,1,16400.00," $ 16,400.00 ",20111115
TN,"TRACTOR,FULL TRACKE",2410007561161,1,150000.00," $ 150,000.00 ",20111115
TN,"BELT,VEHICULAR SAFE",2540012452444,3,159.31, $ 477.93 ,20111115
TN,SCOOTER MOTOR,2340005403900,4,1.00, $ 4.00 ,20111116
TN,DESK EXECUTIVE WOOD,711000DESK,2,750.00," $ 1,500.00 ",20111116
TN,OFFICE CHAIR ASSORTED,711000CHAIR,6,50.00, $ 300.00 ,20111116
TN,DESK EXECUTIVE WOOD,711000DESK,2,750.00," $ 1,500.00 ",20111116
TN,OFFICE CHAIR ASSORTED,711000CHAIR,6,50.00, $ 300.00 ,20111116
TN,MES COMBAT LIFESAVE,6545015323674,20,264.66," $ 5,293.20 ",20111116
TN,"BOOTS,FLYERS'      ",8430012444172,2,181.91, $ 363.82 ,20111116
TN,TRUCK TRACTOR,2320000508984,1,73827.00," $ 73,827.00 ",20111116
TN,"SAFETY GLASSES,REVI",4240015274051,25,50.80," $ 1,270.00 ",20111116
TN,CPCVX SAFETY GLASSES,4240DSGOGGLES,10,12.50, $ 125.00 ,20111116
TN,"TRAILER,CARGO      ",2330013875443,1,8954.00," $ 8,954.00 ",20111116
TN,FLASHLIGHT         ,6230015523289,26,896.71," $ 23,314.46 ",20111117
TN,"TRAILER,CARGO      ",2330013875426,1,8954.00," $ 8,954.00 ",20111117
TN,"TRAILER,CARGO      ",2330013875426,1,8954.00," $ 8,954.00 ",20111117
TN,"TRAILER,CARGO      ",2330013875426,1,8954.00," $ 8,954.00 ",20111117
TN,"TRUCK,FIRE FIGHTING",4210011933621,1,165000.00," $ 165,000.00 ",20111117
TN,FIELD PACK         ,8465012865356,3,171.83, $ 515.49 ,20111117
TN,COMPUTER DIGITAL,7021015265434,19,600.00," $ 11,400.00 ",20111117
TN,COMPUTER DIGITAL,7021015265434,14,600.00," $ 8,400.00 ",20111117
TN,COMPUTER DIGITAL,7021015265434,17,600.00," $ 10,200.00 ",20111117
TN,"BRUSH,CLEANING,SMAL",1005005564174,8,0.51, $ 4.08 ,20111117
TN,"ROD SECTION,CLEANIN",1005007266109,2,0.90, $ 1.80 ,20111117
TN,SWAB HOLDER SECTION,1005007266110,8,1.73, $ 13.84 ,20111117
TN,PRESENTER DIGITAL,6730DSPROJECT,1,3240.00," $ 3,240.00 ",20111117
TN,WALKIE TALKIE,5820DSRADIOOO,100,10.00," $ 1,000.00 ",20111118
TN,WALKIE TALKIE,5820DSRADIOOO,20,10.00, $ 200.00 ,20111118
TN,LOUDSPEAKER-MICROPH,5965012745016,25,55.40," $ 1,385.00 ",20111119
TN,"SHELVING,STORAGE AN",7125005580011,4,232.32, $ 929.28 ,20111121
TN,"WHEEL,PNEUMATIC TIR",2530015416816,14,1127.00," $ 15,778.00 ",20111121
TN,"TRUCK,CARGO        ",2320010907896,1,24211.00," $ 24,211.00 ",20111121
TN,"TRUCK,DUMP         ",2320012300305,1,72425.00," $ 72,425.00 ",20111121
TN,"SWEEPER,ROTARY,TOWE",3825013208768,1,4836.62," $ 4,836.62 ",20111121
TN,"FIELD PACK,LARGE,SE",8465015236276,2,261.93, $ 523.86 ,20111121
TN,"LOUDSPEAKER,PERMANE",5965008688711,2,22.62, $ 45.24 ,20111121
TN,"BANDAGE,ELASTIC    ",6510009355822,20,12.82, $ 256.40 ,20111122
TN,"CUP,EYEPIECE       ",5855012502356,8,3.08, $ 24.64 ,20111122
TN,"SLING,SMALL ARMS   ",1005015627396,25,21.67, $ 541.75 ,20111122
TN,BAYONET-KNIFE      ,1095015063424,50,40.17," $ 2,008.50 ",20111122
TN,BUGLE CAVALRY,771001C022594,1,525.00, $ 525.00 ,20111123
TN,CPCVX HOLSTER 1911 W O LT,846500HOLSTER,1,41.25, $ 41.25 ,20111123
TN,CPCVX HOLSTER 1911 W O LT,846500HOLSTER,1,41.25, $ 41.25 ,20111123
TN,CPCVX HOLSTER PISTOL  HIP SHO,846501F001088,2,47.00, $ 94.00 ,20111123
TN,CPCVX HOLSTER  CIVILIAN,846500HOLSTER,1,60.50, $ 60.50 ,20111123
TN,CPCVX HOLSTER  HIP SHOULDER,846501F001088,3,47.00, $ 141.00 ,20111123
TN,CPCVX HOLSTER  LEG 1911 W RAL,846500HOLSTER,3,54.20, $ 162.60 ,20111123
TN,"FOLDER,FILE        ",7530002910098,10,11.02, $ 110.20 ,20111123
TN,"COVER,BATTERY RETAI",6160014441208,2,8.48, $ 16.96 ,20111123
TN,O-RING             ,5331013567219,9,0.34, $ 3.06 ,20111123
TN,SHOWER TRAILER WASHER,491000Z123540,1,23000.00," $ 23,000.00 ",20111123
TN,"GLOVE,PATIENT EXAMI",6515015199174,1,7.25, $ 7.25 ,20111124
TN,"SWEEPER,ROTARY,TOWE",3825013208768,1,4836.62," $ 4,836.62 ",20111125
TN,"SWEEPER,ROTARY,TOWE",3825013208768,1,4836.62," $ 4,836.62 ",20111125
TN,"TRESTLE,HOIST,PORTA",3950004497005,1,6428.79," $ 6,428.79 ",20111125
TN,"SHELVING,STORAGE AN",7125005580011,3,232.32, $ 696.96 ,20111128
TN,SEWING MACHINE,353000SEWING,1,3315.00," $ 3,315.00 ",20111129
TN,"TRUCK,UTILITY      ",2320015490666,1,14000.00," $ 14,000.00 ",20111129
TN,BALLISTIC DOG GOGGLES,8465DSINDEQU0,3,20.00, $ 60.00 ,20111129
TN,CARRIER ASSEMBLY   ,4240012244196,40,31.10," $ 1,244.00 ",20111129
TN,"LINER,COLD WEATHER ",8415007822890,32,22.41, $ 717.12 ,20111129
TN,"TRUCK,WRECKER      ",2320012300304,1,168960.00," $ 168,960.00 ",20111129
TN,"TRUCK,CARGO        ",2320011236827,1,15751.00," $ 15,751.00 ",20111130
TN,"TRAILER,CARGO      ",2330001418050,1,8524.00," $ 8,524.00 ",20111130
TN,TRUCK FLATBED,232000FLATBED,1,26000.00," $ 26,000.00 ",20111130
TN,MODULAR SLEEP SYSTE,8465014456274,13,263.95," $ 3,431.35 ",20111130
TN,PROJECTOR  SHARP,6730PGM20X,1,2908.00," $ 2,908.00 ",20111130
TN,"DISPENSER,DRINKING ",4110002030565,1,263.21, $ 263.21 ,20111130
TN,"DISPENSER,DRINKING ",4110002030565,1,263.21, $ 263.21 ,20111130
TN,"JUG,INSULATED      ",7330007813859,1,587.54, $ 587.54 ,20111130
TN,"JUG,VACUUM         ",7330008197738,3,702.42," $ 2,107.26 ",20111130
TN,"JUG,VACUUM         ",7330008197738,2,702.42," $ 1,404.84 ",20111130
TN,"JUG,VACUUM         ",7330008197738,2,702.42," $ 1,404.84 ",20111130
TN,"POCKET,AMMUNITION M",8465015195163,2,10.07, $ 20.14 ,20111201
TN,BAG MEDICAL I.V. BA,8465015247640,1,10.72, $ 10.72 ,20111201
TN,COMBAT FIGHTING SLING,8465DSINDEQU0,1,10.00, $ 10.00 ,20111201
TN,LAPTOP  GATEWAY M460C,702100LAPTOP,1,1151.00," $ 1,151.00 ",20111201
TN,PRINTER COLOR LASER,703501PRINTER,1,7299.00," $ 7,299.00 ",20111201
TN,PRINTER COLOR LASER,703501PRINTER,1,2430.00," $ 2,430.00 ",20111201
TN,"BOOTS,HOT WEATHER  ",8430013256499,1,173.55, $ 173.55 ,20111201
TN,FOLDING COT,710500FOLDING,8,100.00, $ 800.00 ,20111201
TN,WASHING MACHINE,351000WASHING,1,495.00, $ 495.00 ,20111201
TN,RECLINERS  PATIENT ROOM,653000RECLINE,2,299.00, $ 598.00 ,20111201
TN,DESKTOP TOWER COMPUTER,702100DESKTOP,5,1169.00," $ 5,845.00 ",20111201
TN,MONITORS,702500MONITOR,8,1320.00," $ 10,560.00 ",20111201
TN,ASSAULT PACK       ,8465015245250,3,90.28, $ 270.84 ,20111201
TN,"TRACTOR,FULL TRACKE",2410013155153,1,88809.00," $ 88,809.00 ",20111201
TN,NASOPHARYNGEAL AIRWAY,6515DSNASOPHA,1,100.00, $ 100.00 ,20111201
TN,SAM SPLINTS,6515DSSAMSPLI,1,100.00, $ 100.00 ,20111201
TN,RIFLEMAN SET       ,8465015250578,2,337.49, $ 674.98 ,20111201
TN,"BAG,DEPLOYMENT,GN  ",8465015196490,2,125.58, $ 251.16 ,20111201
TN,"FIELD PACK,LARGE,SE",8465015236276,5,261.93," $ 1,309.65 ",20111201
TN,"BAG,EQUIPMENT      ",8465013935183,1,92.62, $ 92.62 ,20111201
TN,MONITOR  LCD  17  COM,703501MONITOR,10,569.00," $ 5,690.00 ",20111201
TN,DECON SHELTER UNIT,834000SHELTER,1,3260.00," $ 3,260.00 ",20111201
TN,"OVERALLS,COLD WEATH",8415014726912,20,43.37, $ 867.40 ,20111205
TN,INTERNATIONAL 20T DUMP TRUCK,232001T020096,1,40000.00," $ 40,000.00 ",20111206
TN,CONCERTINA WIRE,5660DSFENCING,1,200.00, $ 200.00 ,20111206
TN,CONCERTINA WIRE,5660DSFENCING,1,200.00, $ 200.00 ,20111206
TN,CONCERTINA WIRE,5660DSFENCING,1,200.00, $ 200.00 ,20111206
TN,CONCERTINA WIRE,5660DSFENCING,1,200.00, $ 200.00 ,20111206
TN,CONCERTINA WIRE,5660DSFENCING,1,200.00, $ 200.00 ,20111206
TN,ASSORTED WELDING WIRE  RODS,343900WELDING,1,2500.00," $ 2,500.00 ",20111207
TN,LAPTOP DELL LATITUDE C510,702100LAPTOPS,1,2500.00," $ 2,500.00 ",20111207
TN,LAPTOP  DELL INSPIRION 9100,702100LAPTOPS,1,2500.00," $ 2,500.00 ",20111207
TN,LAPTOP  DELL INSPIRON 8200,702101C112110,1,1500.00," $ 1,500.00 ",20111207
TN,LAPTOP  DELL INSPIRON 8600,702100LAPTOPS,1,2500.00," $ 2,500.00 ",20111207
TN,LAPTOP  HP ELITEBOOK 2730,702100LAPTOPS,1,2500.00," $ 2,500.00 ",20111207
TN,CPCVX TRL MOBILE KITCHEN,233001C038760,1,25000.00," $ 25,000.00 ",20111208
TN,BATON WOODEN,424001C039817,21,63.00," $ 1,323.00 ",20111208
TN,"MOUNT,NVG,1 HOLE   ",5855015238363,2,341.90, $ 683.80 ,20111208
TN,"CUP,EYEPIECE       ",5855012502356,11,3.08, $ 33.88 ,20111208
TN,CPCVX FORKLIFT MDL P50B,393000FORKLIF,1,10000.00," $ 10,000.00 ",20111212
TN,"SHELF ASSEMBLY,ISU ",8145013849270,20,87.28," $ 1,745.60 ",20111213
TN,"BAG,DUFFEL         ",8465011178699,10,23.55, $ 235.50 ,20111213
TN,"KIT BAG,FLYER'S    ",8460006068366,30,30.06, $ 901.80 ,20111213
TN,MEDICAL EQUIPMENT S,6545015346135,6,101789.98," $ 610,739.88 ",20111213
TN,4 FT LADDER HEAVYDUTY,5440012LADDER,1,80.59, $ 80.59 ,20111213
TN,PADLOCK SET        ,5340006821505,9,35.09, $ 315.81 ,20111213
TN,"SHIRT,COLD WEATHER ",8415014618341,2,60.45, $ 120.90 ,20111213
TN,"SHIRT,COLD WEATHER ",8415014618337,5,60.45, $ 302.25 ,20111213
TN,"HEATER,SPACE       ",4520014442375,2,1379.70," $ 2,759.40 ",20111213
TN,"CLOTH,COATED       ",8305000823056,70,7.20, $ 504.00 ,20111213
TN,"BOOTS,EXTREME COLD ",8430002690099,11,77.89, $ 856.79 ,20111213
TN,"SHIRT,COLD WEATHER ",8415014618336,30,60.45," $ 1,813.50 ",20111213
TN,"SWEEPER,ROTARY,TOWE",3825013208768,1,4836.62," $ 4,836.62 ",20111213
TN,"PUMP UNIT,CENTRIFUG",4320007529466,1,2163.00," $ 2,163.00 ",20111213
TN,BLACK BAG CREW GEAR,8460INDIVIDUA,5,100.00, $ 500.00 ,20111213
TN,SONY DIGITAL 12 1 CYBERSHOT,6720DSDIGITA0,1,140.00, $ 140.00 ,20111214
TN,SONY DIGITAL 12 1 CYBERSHOT,6720DSDIGITA0,1,140.00, $ 140.00 ,20111214
TN,SONY DIGITAL 12 1 CYBERSHOT,6720DSDIGITA0,1,140.00, $ 140.00 ,20111214
TN,SONY DIGITAL 12 1 CYBERSHOT,6720DSDIGITA0,1,140.00, $ 140.00 ,20111214
TN,SONY DIGITAL 12 2 CYBERSHOT,6720DSDIGATA0,1,140.00, $ 140.00 ,20111214
TN,"KITCHEN,FIELD,TRAIL",7360012141176,1,104246.00," $ 104,246.00 ",20111214
TN,TRUCK TRACTOR,2320012064077,1,74834.00," $ 74,834.00 ",20111214
TN,"TRUCK,WRECKER      ",2320010478754,1,125736.00," $ 125,736.00 ",20111214
TN,"LOADER,SKID STEER  ",3805015524485,1,31390.00," $ 31,390.00 ",20111214
TN,"FLOODLIGHT SET,ELEC",6230013827265,4,18400.00," $ 73,600.00 ",20111214
TN,"TRUCK,CARGO        ",2320011687953,1,15964.00," $ 15,964.00 ",20111214
TN,"TRUCK,DUMP         ",2320009260893,1,49266.00," $ 49,266.00 ",20111215
TN,"EXCAVATOR,MULTIPURP",3805012767222,1,109300.00," $ 109,300.00 ",20111215
TN,"TRUCK,FIRE FIGHTING",4210012598454,1,169108.34," $ 169,108.34 ",20111215
TN,MAINTENANCE PLATFOR,1730013704268,1,71773.49," $ 71,773.49 ",20111215
TN,"SEMITRAILER,LOW BED",2330001226779,1,17549.00," $ 17,549.00 ",20111215
TN,"TRUCK,SERVICING PLA",2320001955332,1,23955.00," $ 23,955.00 ",20111220
TN,"STRAP,INVOLUNTARY,R",8465015151156,5,98.20, $ 491.00 ,20111222
TN,"SPECTACLE,COMBO PAC",4240015165361,11,41.35, $ 454.85 ,20111222
TN,"SPECTACLE KIT,INTER",4240015255085,30,52.11," $ 1,563.30 ",20111222
TN,"METER,MULTI GAS    ",6665015131878,1,3503.08," $ 3,503.08 ",20111222
TN,"RACK,STORAGE,SMALL ",1095004070674,2,431.09, $ 862.18 ,20111223
TN,"SCREW,MACHINE      ",5305002267923,3,10.07, $ 30.21 ,20111224
TN,"NUT,SELF-LOCKING,HE",5310011542602,250,7.94," $ 1,985.00 ",20111224
TN,"NUT,PLAIN,HEXAGON  ",5310006373631,250,1.43, $ 357.50 ,20111224
TN,"NUT,SELF-LOCKING,PL",5310013960644,250,12.65," $ 3,162.50 ",20111224
TN,"NUT,SELF-LOCKING,PL",5310013548773,469,43.51," $ 20,406.19 ",20111224
TN,"NUT,PLAIN,HEXAGON  ",5310012402660,41,0.18, $ 7.38 ,20111224
TN,"WASHER,FLAT        ",5310011722585,60,1.95, $ 117.00 ,20111224
TN,"NUT,SELF-LOCKING,HE",5310011542602,50,7.94, $ 397.00 ,20111224
TN,"SCREW,MACHINE      ",5305013094283,242,0.64, $ 154.88 ,20111224
TN,"BOLT,MACHINE       ",5306011210319,50,24.76," $ 1,238.00 ",20111224
TN,"SCREW,TAPPING      ",5305000128226,250,0.46, $ 115.00 ,20111224
TN,"SCREW,CAP,SOCKET HE",5305010698905,1,2.67, $ 2.67 ,20111224
TN,THUMBSCREW         ,5305010685294,16,65.77," $ 1,052.32 ",20111224
TN,"SCREW,MACHINE      ",5305014842512,250,0.89, $ 222.50 ,20111226
TN,"SCREW,FLAT HEAD    ",5305012320052,10,26.75, $ 267.50 ,20111226
TN,"WASHER,FLAT        ",5310014837599,10,0.80, $ 8.00 ,20111226
TN,"GENERATOR SET,DIESE",6115001181248,3,20232.00," $ 60,696.00 ",20111228
TN,BALLISTIC DOG GOGGLES,8465DSINDEQU0,26,20.00, $ 520.00 ,20111229
TN,BALLISTIC DOG GOGGLES,8465DSINDEQU0,1,20.00, $ 20.00 ,20111229
TN,"SHIRT,COLD WEATHER ",8415015553468,26,35.69, $ 927.94 ,20111229
TN,TRUCK LUBRICATING A,2320012090649,1,109070.00," $ 109,070.00 ",20111229
TN,RIFLEMAN SET       ,8465015250578,9,337.49," $ 3,037.41 ",20111229
TN,SYSTEM HYDRATION   ,8465014917450,16,33.05, $ 528.80 ,20111229
TN,"FLOODLIGHT SET,ELEC",6230010963508,1,10795.31," $ 10,795.31 ",20111229
TN,"TRUCK,WRECKER      ",2320010478754,1,125736.00," $ 125,736.00 ",20111230
TN,"TRUCK,WRECKER      ",2320010478754,1,125736.00," $ 125,736.00 ",20111230
TN,"SCREW,MACHINE      ",5305010164336,72,3.69, $ 265.68 ,20111231
TN,"NUT,PLAIN,HEXAGON  ",5310012857374,24, 6.55 , $ 157.20 ,20120102
TN,HP 7450C SCANNER,7025DSFLATBED,1, 200.00 , $ 200.00 ,20120103
TN,"SEMITRAILER,LOW BED",2330001226779,1, 17549.00 ," $ 17,549.00 ",20120104
TN,"SEMITRAILER,LOW BED",2330001226779,1, 17549.00 ," $ 17,549.00 ",20120104
TN,"TOURNIQUET,ONE-HAND",6515015047030,100, 1.32 , $ 132.00 ,20120104
TN,PERSONAL PROTECTIVE KIT  SMAL,831500PPESM,20, 7.67 , $ 153.40 ,20120104
TN,PERSONAL PROTECTIVE KIT  LARG,841500PPELG,50, 7.67 , $ 383.50 ,20120104
TN,ASSAULT PACK       ,8465015245250,60, 90.28 ," $ 5,416.80 ",20120104
TN,36FT ALLUM LADDER 3 SECTIONS,545001C332011,1, 925.00 , $ 925.00 ,20120105
TN,"IMAGER KIT,THERMAL ",4210014821138,1, 19137.00 ," $ 19,137.00 ",20120105
TN,PONTOON BOAT WITH TRAILER,194500R00055,1, 6350.00 ," $ 6,350.00 ",20120105
TN,"FOOD CONTAINER,INSU",7330002382411,15, 188.92 ," $ 2,833.80 ",20120105
