STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY,TOTAL_COST,SHIP_DATE
TX,"SPECTACLES,INDUSTRIAL",4240-01-292-2816,16,72.48,20-NOV-2012
TX,"SPLINT,UNIVERSAL",6515-01-225-4681,1,167.04,20-NOV-2012
TX,TELEPHONE SET,5805-01-246-6826,8,19672.00,20-NOV-2012
TX,"TOOL KIT,SMALL ARMS",5180-01-506-8287,1,2012.00,20-NOV-2012
TX,"BIPOD,MACHINE GUN",1005-00-020-8683,4,31519.20,20-MAY-2013
TX,"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",6545-00-912-9870,1000,21590.00,20-MAY-2013
TX,"CORD,FIBROUS",4020-00-246-0688,6,479.34,20-MAY-2013
TX,"MAGAZINE,CARTRIDGE",1005-00-921-5004,1450,13499.50,20-MAY-2013
TX,"SIGHT,REAR",1005-01-484-8000,56,3170.72,20-MAY-2013
TX,"SIGHT,REFLEX",1240-01-490-7312,13,15217.15,20-MAY-2013
TX,"CARRIER,FIGHTING LOAD",8465-01-491-7451,16,967.52,20-MAR-2013
TX,"PROTECTOR,HEARING",4240-01-492-6807,45,14147.55,20-MAR-2013
TX,"CARRIER ASSEMBLY,KEY AND BOLT",1005-01-441-1619,4,309.72,20-MAR-2012
TX,"JACK,HYDRAULIC,TRIPOD",1730-01-563-7046,1,5219.00,20-MAR-2012
TX,"SIGHT,REFLEX",1240-01-411-1265,300,98400.00,20-MAR-2012
TX,"TRUCK,UTILITY",2320-01-107-7153,1,47069.00,20-MAR-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,20-MAR-2012
TX,"BATTERY,STORAGE",6140-01-490-4317,1,287.81,20-JUN-2013
TX,"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",1080-01-457-2956,1,1445.00,20-JUN-2013
TX,"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",1080-01-457-2956,3,4335.00,20-JUN-2013
TX,"DETECTING AND TRACING SET,METAL",6695-01-432-0311,1,0.00,20-JUN-2013
TX,"DETECTING AND TRACING SET,METAL",6695-01-432-0311,15,0.00,20-JUN-2013
TX,"FIRST AID KIT,UNIVERSAL",6545-01-530-0929,300,30492.00,20-JUN-2013
TX,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",6115-01-452-6513,3,94131.00,20-JUN-2013
TX,"LITTER,FOLDING,RIGID POLE",6530-01-504-9051,4,2845.52,20-JUN-2013
TX,"LITTER,FOLDING,RIGID POLE",6530-01-504-9051,10,7113.80,20-JUN-2013
TX,MEDIC SET          ,8465-01-524-7632,4,694.32,20-JUN-2013
TX,MULE,2340-DS-MUL-E000,1,8799.00,20-JUN-2013
TX,"TAPE,PRESSURE SENSITIVE ADHESIVE",7510-01-306-8124,2,10.42,20-JUN-2013
TX,"TENT,COT           ",8340-01-517-1557,16,3456.64,20-JUN-2013
TX,"WINCH,DRUM,VEHICLE MOUNTING",2590-01-485-8343,10,16440.00,20-JUN-2013
TX,"CASE,CARRYING,WEAPON",1005-01-262-2818,2,136.96,20-JUN-2012
TX,"CASE,CARRYING,WEAPON",1005-01-262-2818,5,342.40,20-JUN-2012
TX,"DOOR,HATCH,VEHICLE",2510-01-262-9520,2,7437.38,20-JUN-2012
TX,"DOOR,HATCH,VEHICLE",2510-01-262-9520,3,11156.07,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1500,2,1271.92,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1500,3,1907.88,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1500,4,2543.84,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1501,2,1267.94,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1501,3,1901.91,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-254-1501,4,2535.88,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-257-3903,2,1271.92,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-257-3903,4,2543.84,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-257-3904,2,1267.94,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-257-3904,3,1901.91,20-JUN-2012
TX,"DOOR,VEHICULAR",2510-01-257-3904,4,2535.88,20-JUN-2012
TX,"PANEL,BODY,VEHICULAR",2510-01-187-3606,2,2671.38,20-JUN-2012
TX,"PANEL,BODY,VEHICULAR",2510-01-187-3606,3,4007.07,20-JUN-2012
TX,POWER SUPPLY,6120-01-512-3396,1,6169.55,20-JUN-2012
TX,"SPECTACLES KIT,BALLISTIC AND LASER PROTECTIVE",8465-01-416-4626,1,15.16,20-JUN-2012
TX,"SPECTACLES SET,BALLISTIC PROTECTIVE",8465-01-416-4636,1,15.40,20-JUN-2012
TX,"BAG,FLYER'S HELMET",8415-00-782-2989,15,250.95,20-JUL-2012
TX,"TRUCK,UTILITY",2320-01-146-7193,1,39441.00,20-JAN-2012
TX,"BOOTS,SAFETY,MEN'S",8430-00-624-3315,1,29.31,20-FEB-2013
TX,"STRAP,TIEDOWN,ELECTRICAL COMPONENTS",5975-01-190-5417,50,132.50,20-FEB-2013
TX,TENT,8340-00-470-2342,2,7662.36,20-FEB-2013
TX,"CABINET,TOOL,MOBILE",5140-01-358-5210,4,5825.72,20-DEC-2012
TX,"CAN,MILITARY",7240-00-089-3827,20,406.60,20-DEC-2012
TX,"CHEST,AMMUNITION",8140-00-960-1699,200,2220.00,20-DEC-2012
TX,GREASE ZERK G1.8   ,4730-01-495-2517,114,184.68,20-DEC-2012
TX,"ILLUMINATOR,INFRARED",5855-01-468-4169,14,9446.22,20-DEC-2012
TX,No Item Name Provided,3431-01-010-4006,1,1494.00,20-DEC-2012
TX,"SHIRT,COLD WEATHER",8415-01-461-8341,36,2138.04,20-DEC-2012
TX,"SIGHT,BORE,OPTICAL",1240-01-525-1648,12,11628.00,20-DEC-2012
TX,"TABLE,FOOD PREPARATION",7320-00-269-9232,12,9028.20,20-DEC-2012
TX,"TOOL KIT,GENERAL MECHANIC'S",5180-01-483-0249,1,1743.00,20-DEC-2012
TX,"SIGHT,REFLEX",1240-01-411-1265,20,6560.00,20-DEC-2011
TX,ASSAULT PACK       ,8465-01-524-5250,16,1444.48,20-AUG-2013
TX,ASSAULT PACK       ,8465-01-524-5250,17,1534.76,20-AUG-2013
TX,"CONTAINER,CARGO",8115-00-151-9953,1,10670.00,20-AUG-2013
TX,MODULAR SLEEP SYSTEM,8465-01-445-6274,25,6598.75,20-AUG-2013
TX,ANTENNA,5985-00-846-6442,2,1347.16,20-APR-2012
TX,BINOCULAR,1240-01-499-3547,12,4260.00,20-APR-2012
TX,"MAGAZINE,CARTRIDGE",1005-00-921-5004,54,502.74,20-APR-2012
TX,"MAGAZINE,CARTRIDGE",1005-00-921-5004,150,1396.50,20-APR-2012
TX,"PISTOL,CALIBER .45,AUTOMATIC",1005-00-726-5655,1,58.71,20-APR-2012
TX,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,20-APR-2012
TX,"RIFLE,5.56 MILLIMETER",1005-00-856-6885,1,120.00,20-APR-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,20-APR-2012
TX,"CONTAINER,CARGO",8115-01-241-7524,1,5457.00,19-SEP-2013
TX,"PACK,MEDICAL SUPPLY,ROLLING",6530-01-566-0658,2,1500.92,19-SEP-2013
TX,TRUCK TRACTOR,2320-01-272-5028,1,138870.00,19-SEP-2013
TX,"CONVERTER, DIGITAL",7025-DS-CON-VER4,40,8400.00,19-SEP-2012
TX,"HELICOPTER,UTILITY",1520-00-087-7637,1,922704.00,19-SEP-2012
TX,"HUB,WHEEL,VEHICULAR",2530-01-408-5649,1,573.18,19-SEP-2012
TX,"GOGGLES,NIGHTVISIO ",5855-01-422-5413,5,13740.00,19-OCT-2011
TX,"RANGE FINDER,LASER",1240-01-592-1355,1,95305.08,19-OCT-2011
TX,AIR CONDITIONER,4120-01-419-5721,4,2354.68,19-NOV-2012
TX,"CABLE ASSEMBLY,POWER,ELECTRICAL",6150-01-022-6004,2,545.74,19-NOV-2012
TX,"CORD,FIBROUS",4020-00-055-2525,50,1895.00,19-NOV-2012
TX,"CORD,FIBROUS",4020-00-073-3276,101,2972.43,19-NOV-2012
TX,FLASHLIGHT,6230-01-388-4101,1,3.37,19-NOV-2012
TX,GYM TABLE,7830-DS-TAB-LE06,6,0.00,19-NOV-2012
TX,"LANTERN,ELECTRIC",6230-01-365-4470,4,98.04,19-NOV-2012
TX,"LANTERN,PROPANE",6260-01-440-6107,6,352.02,19-NOV-2012
TX,"ROPE,FIBROUS",4020-00-523-9641,17,1407.26,19-NOV-2012
TX,"ROPE,FIBROUS",4020-00-929-0058,26,859.04,19-NOV-2012
TX,"ROPE,FIBROUS",4020-01-412-8744,6,1110.54,19-NOV-2012
TX,"SAW,CHAIN",3695-01-378-0240,14,4844.14,19-NOV-2012
TX,"SPECTACLES,INDUSTRIAL",4240-01-378-0684,43,730.57,19-NOV-2012
TX,"SPECTACLES,INDUSTRIAL",4240-01-383-6978,7,55.58,19-NOV-2012
TX,"STRAP,WEBBING",5340-00-476-9245,8,241.44,19-NOV-2012
TX,"VIEWER,NIGHT VISION",5855-01-553-7414,4,145112.20,19-NOV-2012
TX,"WEAPONSIGHT,INFRARED",5855-00-990-0701,2,0.00,19-NOV-2012
TX,"SHELTER,EXPANDABLE",5411-01-072-2517,1,151074.25,19-NOV-2011
TX,"WRENCH SET,SOCKET",5130-00-357-5136,4,1558.32,19-MAY-2013
TX,BAG DEPLOYMENT     ,8465-01-603-6613,300,82500.00,19-MAR-2013
TX,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",8465-01-534-0852,450,17338.50,19-MAR-2013
TX,"GUARD,BRUSH,VEHICULAR",2540-01-466-6114,1,130.48,19-MAR-2013
TX,RECREATIONAL AND GYMNASTIC EQUIPMENT,7830-DS-REC-GYME,5,375.00,19-MAR-2013
TX,TARPAULIN,8340-01-519-2701,97,6566.90,19-MAR-2013
TX,TARPAULIN,8340-01-519-2701,100,6770.00,19-MAR-2013
TX,TARPAULIN,8340-01-519-2701,120,8124.00,19-MAR-2013
TX,HANDSET,5965-00-043-3463,8,652.96,19-MAR-2012
TX,"ILLUMINATOR,INFRARED",5855-01-532-3484,6,0.00,19-MAR-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,19-MAR-2012
TX,FLAT PANEL MONITOR,7025-DS-FLA-TPAN,8,2592.00,19-JUN-2013
TX,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",6115-01-452-6513,3,94131.00,19-JUN-2013
TX,HEADSET-MICROPHONE,5965-01-390-9240,3,813.21,19-JUN-2013
TX,"IMAGE INTENSIFIER,NIGHT VISION",5855-01-138-4749,107,1149929.00,19-JUN-2013
TX,"MAGAZINE,CARTRIDGE",1005-00-921-5004,40000,372400.00,19-JUN-2013
TX,"RACK,AMMUNITION STOWAGE",2590-01-106-7300,2,548.84,19-JUN-2013
TX,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,19-JUN-2013
TX,"RIFLE,5.56 MILLIMETER",1005-00-856-6885,1,120.00,19-JUN-2013
TX,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,19-JUN-2013
TX,SOUND CONTROLLING BLANKET,5640-00-782-8503,5,1360.00,19-JUN-2013
TX,"TELEVISION, PERSONAL/HOME USE",7730-DS-TEL-EVI3,7,15925.00,19-JUN-2013
TX,TENT,8340-01-456-3633,4,15236.88,19-JUN-2013
TX,"TOOL KIT,GENERAL MECHANIC'S",5180-01-548-7634,4,6856.00,19-JUN-2013
TX,"TRUCK,LIFT,FORK",3930-01-087-3105,1,55204.00,19-JUN-2013
TX,"ACCESSORY KIT,ANTENNA",5985-01-471-3785,1,4158.74,19-JUN-2012
TX,BLANKET,7210-DS-BLA-NKET,50,0.00,19-JUL-2013
TX,SAFE,7110-DS-SAF-E000,1,0.00,19-JUL-2013
TX,"TOOL KIT,SMALL ARMS",5180-01-462-4254,1,2012.00,19-JUL-2013
TX,"ALTIMETER,PRESSURE",6610-01-039-5020,2,16654.00,19-JUL-2012
TX,"BANDAGE,ADHESIVE",6510-01-484-7864,1,36.90,19-JUL-2012
TX,"BANDAGE,CAST,IMPREGNATED",6510-01-276-6831,1,101.25,19-JUL-2012
TX,"CARBURETOR,FLOAT",2910-01-037-5931,2,45.82,19-JUL-2012
TX,"CASE,SMALL ARMS AMMUNITION",8465-00-001-6482,10,82.70,19-JUL-2012
TX,"CLOTHING, SPECIAL PURPOSE, DEMIL A",8415-DS-SPC-LOTA,5,125.00,19-JUL-2012
TX,"FIELD PACK,LARGE,SET",8465-01-523-6276,6,1571.58,19-JUL-2012
TX,MEDIC SET          ,8465-01-524-7632,4,694.32,19-JUL-2012
TX,"PACK,ASSAULT,MOLLE ",8465-01-515-7594,5,301.30,19-JUL-2012
TX,PLIERS,5120-01-122-7104,4,1021.76,19-JUL-2012
TX,"POCKET,AMMUNITION MAGAZINE",8465-01-517-7106,10,0.00,19-JUL-2012
TX,"SMALL ARMS SHOP,SHELTER LOADED",4940-00-209-6236,1,66638.00,19-JUL-2012
TX,"SUTURE,ABSORBABLE,SURGICAL",6515-01-212-3136,1,132.67,19-JUL-2012
TX,"TRUCK,VAN",2320-01-215-7631,1,14173.00,19-JUL-2012
TX,WARRIOR AID LITTER KIT,6545-01-532-4962,6,9108.24,19-JUL-2012
TX,"COVERALLS,FLYERS'",8415-01-043-8398,2,297.36,19-JAN-2013
TX,"ILLUMINATOR,INTEGRATED,SMALL ARMS",5855-01-534-5931,7,6265.00,19-JAN-2013
TX,"KIT,GUNNER SHIELD  ",2510-01-498-4996,2,2634.00,19-JAN-2012
TX,"TRUCK,UTILITY",2320-01-107-7153,1,47069.00,19-JAN-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,19-JAN-2012
TX,"FIRST AID KIT,INDIVIDUAL",6545-01-528-6546,25,5593.00,19-FEB-2013
TX,ALL TERRAIN VEHICLE WHEELED,2340-01-525-1655,1,12000.00,19-DEC-2012
TX,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,1,0.00,19-DEC-2012
TX,"ANTI-REFLECTION DEVICE,OPTICAL INSTRUMENT",6650-01-479-5386,6,120.66,19-DEC-2012
TX,"BLANKET,BED",7210-00-282-7950,710,23195.70,19-DEC-2012
TX,"BOOTS,COMBAT",8430-01-516-1633,1,96.80,19-DEC-2012
TX,COMPASS ASSEMBLY   ,5855-01-381-6052,1,59.94,19-DEC-2012
TX,"COOLER, WATER",4110-DS-COO-LER0,1,0.00,19-DEC-2012
TX,"COVERALLS,COMBAT VEHICLE CREWMEN'S",8415-01-332-7919,2,423.64,19-DEC-2012
TX,EYEWASH EQUIPMENT,4240-DS-EYE-WASH,3,0.00,19-DEC-2012
TX,"FIELD PACK,LARGE,SET",8465-01-523-6276,36,9429.48,19-DEC-2012
TX,"IMAGE INTENSIFIER,NIGHT VISION",5855-01-138-4749,1,10747.00,19-DEC-2012
TX,ISU-90 WITH 699 KIT (TAN),8145-01-512-1201,6,77491.56,19-DEC-2012
TX,"LOUDSPEAKER,PERMANENT MAGNET",5965-01-177-3931,3,1890.99,19-DEC-2012
TX,LUMBER AND RELATED BASIC WOOD MATERIALS,5510-DS-LUM-BERW,20,0.00,19-DEC-2012
TX,LUMBER AND RELATED BASIC WOOD MATERIALS,5510-DS-LUM-BERW,87,0.00,19-DEC-2012
TX,"PIPE, PLASTIC",4710-DS-PIP-EPLA,8,0.00,19-DEC-2012
TX,"RACK,BAGGAGE,VEHICULAR",2590-01-531-9826,1,45.08,19-DEC-2012
TX,"RING,RETAINING,OPTICAL ELEMENT",5855-01-466-7891,1,2.27,19-DEC-2012
TX,"RING,RETAINING,OPTICAL ELEMENT",5855-01-466-7891,5,11.35,19-DEC-2012
TX,SAFE,7110-DS-SAF-E000,1,0.00,19-DEC-2012
TX,"SHIRT,COLD WEATHER",8415-01-461-8337,80,4836.00,19-DEC-2012
TX,SLEEPING BAG,8465-01-398-0685,90,4272.30,19-DEC-2012
TX,STUDS,5307-DS-STU-DS00,24,0.00,19-DEC-2012
TX,"TRUCK,SERVICING PLATFORM",2320-00-995-5610,1,56988.00,19-DEC-2012
TX,"MOUNT,VIEWER",5855-01-045-5482,5,569.30,19-DEC-2011
TX,"MOUNT,VIEWER",5855-01-046-7272,2,135.62,19-DEC-2011
TX,"SPECTACLES SET,BALLISTIC PROTECTIVE",8465-01-417-4004,27,417.69,19-DEC-2011
TX,"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",8465-01-416-4634,20,406.00,19-DEC-2011
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,19-DEC-2011
TX,CUTTER,5110-DS-CUT-TER0,1,0.00,19-AUG-2013
TX,"MOUNT,VIEWER",5855-01-523-1177,2,1784.16,19-AUG-2013
TX,"SHEET,METAL",9515-00-630-3841,6,15354.90,19-AUG-2013
TX,"TELESCOPE,ARTICULATED",1240-01-533-0939,1,800.00,19-AUG-2013
TX,"BALLOON,METEOROLOGICAL",6660-00-822-6394,1,57.12,19-APR-2013
TX,"BAR,METAL",9510-00-288-6249,9,236.61,19-APR-2013
TX,"BAR,METAL",9510-00-596-8950,24,301.68,19-APR-2013
TX,"BAR,METAL",9510-01-432-8312,1,248.35,19-APR-2013
TX,"BAR,METAL",9530-00-236-3177,27,182.25,19-APR-2013
TX,"BAR,METAL",9530-00-236-3178,10,157.90,19-APR-2013
TX,"BAR,METAL",9530-00-585-2025,1,31.99,19-APR-2013
TX,"MOUNT,VIEWER",5855-01-457-2953,20,3140.00,19-APR-2013
TX,"SOLENOID,ELECTRICAL",5945-00-600-5199,2,785.58,19-APR-2013
TX,"TAPE,MEASURING",5210-00-792-9000,10,51.00,19-APR-2013
TX,BINOCULAR,1240-01-499-3547,5,1775.00,19-APR-2012
TX,"BORELIGHT SYSTEM,LASER",5860-01-394-7781,1,635.00,19-APR-2012
TX,"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",1080-01-457-2956,3,4335.00,19-APR-2012
TX,"MAGAZINE,CARTRIDGE",1005-00-921-5004,100,931.00,19-APR-2012
TX,NIGHT VISION GOGGLE,5855-01-228-0937,1,3578.00,19-APR-2012
TX,"RECEIVER-TRANSMITTER,RADIO",5820-01-518-4487,5,1081.95,19-APR-2012
TX,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,19-APR-2012
TX,"TRUCK,HAND",3920-01-327-6831,1,7411.00,19-APR-2012
TX,"BANDAGE,GAUZE,IMPREGNATED",6510-01-562-3325,100,4120.00,18-SEP-2013
TX,"BANDAGE,GAUZE,IMPREGNATED",6510-01-562-3325,400,16480.00,18-SEP-2013
TX,PREFABRICATED AND PORTABLE BUILDINGS,5410-DS-BUI-LDIN,1,0.00,18-SEP-2013
TX,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8145-01-287-8567,1,5000.00,18-SEP-2013
TX,"STRAP,TIEDOWN,ELECTRICAL COMPONENTS",5975-00-944-1499,5,15.15,18-SEP-2013
TX,"WRENCH,IMPACT,ELECTRIC",5130-01-087-6840,1,1106.64,18-SEP-2013
TX,SLEEPING BAG,8465-01-033-8057,2,223.14,18-SEP-2012
TX,"TOOL KIT,AIRCRAFT MAINTENANCE",5180-01-433-4469,1,1089.00,18-OCT-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,18-OCT-2011
TX,"CABLE ASSEMBLY,POWER,ELECTRICAL",6150-01-065-8131,4,1021.32,18-NOV-2011
TX,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,18-NOV-2011
TX,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,18-NOV-2011
TX,"STARTER,ENGINE,ELECTRICAL",2920-01-139-3722,1,452.00,18-NOV-2011
TX,BINOCULAR,1240-00-930-3833,2,556.10,18-MAY-2012
TX,"CHILLER,WATER,REFRIGERATING",4130-01-082-7756,1,10937.90,18-MAY-2012
TX,"INSTALLATION KIT,ELECTRONIC EQUIPMENT",5820-01-022-3328,4,2654.00,18-MAY-2012
TX,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,18-MAY-2012
TX,CAMERA SUBASSEMBLY,6720-01-550-4441,2,7350.00,18-MAR-2013
TX,"CLEANER,STEAM,PRESSURE JET",4940-01-025-9856,1,18528.00,18-JUN-2013
TX,"FAN,CIRCULATING",4140-01-464-9823,5,24055.00,18-JUN-2013
TX,FIELD PACK,8465-01-515-8615,15,8257.05,18-JUN-2013
TX,"GENERATOR SET,DIESEL ENGINE",6115-00-465-1027,1,11914.00,18-JUN-2013
TX,"GENERATOR SET,GASOLINE ENGINE",6115-00-017-8237,1,4491.00,18-JUN-2013
TX,"PANEL,POWER DISTRIBUTION",6110-01-248-6671,1,17711.00,18-JUN-2013
TX,POWER SUPPLY,6130-01-158-2985,2,1016.00,18-JUN-2013
TX,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,18-JUN-2013
TX,"SHEET,METAL",9515-00-042-7858,2,12740.58,18-JUN-2013
TX,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",4910-00-754-0654,1,20947.00,18-JUN-2013
TX,SPOTLIGHT,6220-00-790-7780,20,11149.40,18-JUN-2013
TX,"SWITCH,TOGGLE",5930-01-457-1135,10,35.70,18-JUN-2013
TX,"TAMPER,VIBRATING TYPE,INTERNAL COMBUSTION ENGINE DRIVEN",3895-01-151-2749,2,7550.00,18-JUN-2013
TX,TIRE INFLATION HOSE,4910-01-163-4783,15,696.75,18-JUN-2013
TX,"TRUCK,LIFT,FORK",3930-01-305-2111,1,69000.00,18-JUN-2013
TX,BDU KNEEPAD,8415-DS-BDU-KNEE,20,0.00,18-JUL-2013
TX,"CAMERA SET,STILL PICTURE",6780-00-602-5099,2,0.00,18-JUL-2013
TX,"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",6545-01-533-8202,16,14393.76,18-JUL-2013
TX,"CHEST,AMMUNITION",8140-00-960-1699,50,555.00,18-JUL-2013
TX,"CHEST,MEDICAL INSTRUMENT AND SUPPLY SET",6545-00-118-6248,1,812.67,18-JUL-2013
TX,"CLOTHING, SPECIAL PURPOSE, DEMIL A",8415-DS-SPC-LOTA,1,0.00,18-JUL-2013
TX,"CLOTHING, SPECIAL PURPOSE, DEMIL A",8415-DS-SPC-LOTA,2,0.00,18-JUL-2013
TX,"COMPASS, DEMIL A",6605-DS-COM-PASS,2,0.00,18-JUL-2013
TX,"COMPRESSOR UNIT,RECIPROCATING",4310-01-245-9892,2,3116.00,18-JUL-2013
TX,"DESK,FIELD",7110-01-502-5826,1,1231.13,18-JUL-2013
TX,"DOOR,VEHICULAR",2510-01-545-5859,1,5999.37,18-JUL-2013
TX,"DOOR,VEHICULAR",2510-01-545-5861,1,5855.06,18-JUL-2013
TX,"DOOR,VEHICULAR",2510-01-545-5863,1,6071.03,18-JUL-2013
TX,"DOOR,VEHICULAR",2510-01-545-5865,1,5840.13,18-JUL-2013
TX,"ELBOW PADS,EXTERNAL LARGE",8415-01-515-0224,10,114.00,18-JUL-2013
TX,"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",6530-01-265-3583,4,879.56,18-JUL-2013
TX,FLASHLIGHT,6230-01-381-3292,1,42.34,18-JUL-2013
TX,"GUN,RIVET PIN",5130-00-982-8078,1,0.00,18-JUL-2013
TX,"HOOK,BOAT",2040-00-007-1136,4,258.48,18-JUL-2013
TX,"HOOK,BOAT",2040-00-007-1136,5,323.10,18-JUL-2013
TX,INDIVIDUAL EQUIPMENT,8465-DS-IND-EQU0,2,0.00,18-JUL-2013
TX,"LITTER,FOLDING,RIGID POLE",6530-01-504-9051,4,2845.52,18-JUL-2013
TX,MATTRESS,7210-DS-MAT-TRE1,56,0.00,18-JUL-2013
TX,MEDIC SET          ,8465-01-524-7632,4,694.32,18-JUL-2013
TX,MODULAR SLEEP SYSTEM,8465-01-445-6274,10,2639.50,18-JUL-2013
TX,"OUTERWEAR, MEN'S",8405-DS-OUT-MENS,1,0.00,18-JUL-2013
TX,"PAD,KNEE           ",8415-01-515-0364,3,55.05,18-JUL-2013
TX,"PAD,KNEE           ",8415-01-515-0367,10,183.50,18-JUL-2013
TX,PASSENGER MOTOR VEHICLES,2310-DS-PAS-SMOT,1,0.00,18-JUL-2013
TX,"PRINTER, COMMERCIAL",3610-DS-PRI-NT00,1,0.00,18-JUL-2013
TX,"REPLENISHABLE FIELD MEDICAL SETS, KITS",6545-DS-MED-SETK,21,0.00,18-JUL-2013
TX,"RIVETER,BLIND,PNEUMATIC",5130-01-044-7207,1,785.99,18-JUL-2013
TX,"SHOVEL,HAND",4240-01-582-8261,5,459.90,18-JUL-2013
TX,"TELEVISION, PERSONAL/HOME USE",7730-DS-TEL-EVI3,1,0.00,18-JUL-2013
TX,"TOOL KIT,GENERAL MECHANIC'S",5180-01-483-0249,2,3486.00,18-JUL-2013
TX,TRUCK TRACTOR,2320-01-047-8753,1,70996.00,18-JUL-2013
TX,"WATCH, WRIST/POCKET",6645-DS-WAT-CHWP,4,0.00,18-JUL-2013
TX,ATHLETIC AND SPORTING EQUIPMENT,7810-DS-ATH-SPOR,1,670.00,18-JUL-2012
TX,BARREL AND FRONT SIGHT ASSEMBLY,1005-01-233-8529,20,6620.00,18-JUL-2012
TX,BARREL AND FRONT SIGHT ASSEMBLY,1005-01-233-8529,30,9930.00,18-JUL-2012
TX,"CABINET,STORAGE",7125-00-357-5337,1,501.08,18-JUL-2012
TX,"CARBURETOR,FLOAT",2910-01-245-9197,2,206.98,18-JUL-2012
TX,"CARRIER,BOLT",1005-00-738-6213,2,269.70,18-JUL-2012
TX,"FIELD PACK,LARGE,SET",8465-01-523-6276,10,2619.30,18-JUL-2012
TX,"FIRING DEVICE,NON-LETHAL",1095-01-528-1930,10,9620.00,18-JUL-2012
TX,"GOGGLES,PROTECTIVE,INFECTION",6540-01-290-1157,1,208.46,18-JUL-2012
TX,"HAMMER,HAND",5120-00-265-7462,1,28.50,18-JUL-2012
TX,"HELMET,COMBAT VEHICLE CREWMAN'S",8415-00-094-2684,2,731.26,18-JUL-2012
TX,"HELMET,COMBAT VEHICLE CREWMAN'S",8415-00-094-2691,4,1462.52,18-JUL-2012
TX,"JACKET,EXTREME COLD WEATHER",8415-01-542-8541,7,1010.66,18-JUL-2012
TX,"JACKET,EXTREME COLD WEATHER",8415-01-542-8541,22,3176.36,18-JUL-2012
TX,MAGNIFIER LENS ASSE,5855-01-423-0817,12,3980.16,18-JUL-2012
TX,MEDIC SET          ,8465-01-524-7632,1,173.58,18-JUL-2012
TX,OHMMETER,6625-00-335-2958,1,175.43,18-JUL-2012
TX,"PARKA,EXTREME COLD WEATHER",8415-01-545-9582,1,117.05,18-JUL-2012
TX,"RECEIVER,UPPER     ",1005-01-134-3701,4,360.20,18-JUL-2012
TX,"SAW,CHAIN",3695-00-679-6914,3,1484.10,18-JUL-2012
TX,"SHIRT,COMBAT,COLD WEATHER",8415-01-543-4979,26,1357.72,18-JUL-2012
TX,"SHIRT,COMBAT,COLD WEATHER",8415-01-543-4986,62,3350.48,18-JUL-2012
TX,"SIGHT,THERMAL",5855-01-511-2614,1,58500.00,18-JUL-2012
TX,SWORD AND SCABBARD,8465-00-965-1675,3,300.39,18-JUL-2012
TX,"TANK,LIQUID STORAGE",5430-00-585-2529,1,359.00,18-JUL-2012
TX,"TOOL KIT,ELECTRONIC SYSTEM",5180-00-610-8177,1,1170.00,18-JUL-2012
TX,"TOOL KIT,TIRE SERVICING",5180-01-355-2166,1,666.30,18-JUL-2012
