Date ,Report Type ,Street ,Sub-Division
2/8/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD DRIVE ,
2/20/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD DRIVE ,
5/11/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD DRIVE ,
5/29/2005,RUNAWAY JUVENILE ,SPRINGFIELD DRIVE ,
10/19/2005,"ASSAULT, SIMPLE, DOMESTIC ",SPRINGFIELD DRIVE ,
2/15/2005,"ASSAULT, SIMPLE, DOMESTIC ",SPRINGFIELD ROAD ,
2/15/2005,POSSESSION OF CONTROLLED SUBSTANCES ,SPRINGFIELD ROAD ,
2/26/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD ROAD ,
3/15/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD ROAD ,
5/14/2005,DRUNK IN PUBLIC ,SPRINGFIELD ROAD ,
11/20/2005,CITIZEN REQUESTED ASSISTANCE ,SPRINGFIELD ROAD ,
8/3/2005,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS ,STEWARD DRIVE ,
8/30/2005,"DAMAGE PROPERTY, PRIVATE ",STEWARD DRIVE ,
9/12/2005,"DAMAGE PROPERTY, BUSINESS ",STEWARD DRIVE ,
2/11/2005,"ASSAULT, SIMPLE ",STEWART DRIVE ,
2/18/2005,THREATEN BODILY HARM ,STEWART DRIVE ,
2/18/2005,THREATEN BODILY HARM ,STEWART DRIVE ,
3/29/2005,PETIT LARCENY ,STEWART DRIVE ,
4/19/2005,CITIZEN REQUESTED ASSISTANCE ,STEWART DRIVE ,
6/23/2005,"ASSAULT, SIMPLE, DOMESTIC ",STEWART DRIVE ,
7/12/2005,"DAMAGE PROPERTY, PRIVATE ",STEWART DRIVE ,
8/25/2005,CITIZEN REQUESTED ASSISTANCE ,STEWART DRIVE ,
11/14/2005,PETIT LARCENY ,STEWART DRIVE ,
6/4/2005,CARRYING CONCEALED WEAPON -1ST OFFENSE ,STEWART DRIVE & QUEENS CREEK DRIVE ,
6/4/2005,CARRYING CONCEALED WEAPON -1ST OFFENSE ,STEWART DRIVE & WILKENS DRIVE ,
7/10/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,STRATFORD DRIVE ,
7/10/2005,POSSESSION OF MARIJUANA ,STRATFORD DRIVE ,
7/10/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,STRATFORD DRIVE ,
10/20/2005,CITIZEN REQUESTED ASSISTANCE ,STRATFORD DRIVE ,
1/2/2005,TRESPASSING ,TAM-O-SHANTER BOULEVARD ,
1/25/2005,DISORDERLY CONDUCT ,TAM-O-SHANTER BOULEVARD ,
3/11/2005,RUNAWAY JUVENILE ,TAM-O-SHANTER BOULEVARD ,
5/22/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
5/22/2005,"LARCENY,FROM MOTOR VEHICLE ",TAM-O-SHANTER BOULEVARD ,
6/15/2005,"BURGLARY, RESIDENTIAL ",TAM-O-SHANTER BOULEVARD ,
6/15/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
6/15/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
6/20/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
6/20/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
6/20/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
6/20/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
7/26/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
7/26/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
8/18/2005,DEAD ON ARRIVAL ,TAM-O-SHANTER BOULEVARD ,
8/21/2005,CITIZEN REQUESTED ASSISTANCE ,TAM-O-SHANTER BOULEVARD ,
8/25/2005,CITIZEN REQUESTED ASSISTANCE ,TAM-O-SHANTER BOULEVARD ,
8/25/2005,CITIZEN REQUESTED ASSISTANCE ,TAM-O-SHANTER BOULEVARD ,
8/26/2005,"ASSAULT, SIMPLE, DOMESTIC ",TAM-O-SHANTER BOULEVARD ,
8/28/2005,CITIZEN REQUESTED ASSISTANCE ,TAM-O-SHANTER BOULEVARD ,
8/29/2005,ANNOYING PHONE CALLS ,TAM-O-SHANTER BOULEVARD ,
9/21/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,TAM-O-SHANTER BOULEVARD ,
9/21/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,TAM-O-SHANTER BOULEVARD ,
9/21/2005,"POSSESSION OF SCHEDULE I,II CONTROLLED SUBSTANCE ",TAM-O-SHANTER BOULEVARD ,
9/21/2005,REFUSE BLOOD/BREATH TEST ,TAM-O-SHANTER BOULEVARD ,
9/23/2005,"ASSAULT, SIMPLE, DOMESTIC ",TAM-O-SHANTER BOULEVARD ,
9/28/2005,CITIZEN REQUESTED ASSISTANCE ,TAM-O-SHANTER BOULEVARD ,
10/5/2005,"DAMAGE PROPERTY, BUSINESS ",TAM-O-SHANTER BOULEVARD ,
10/5/2005,DRUNK IN PUBLIC ,TAM-O-SHANTER BOULEVARD ,
10/5/2005,VIOLATION OF PROTECTIVE ORDER ,TAM-O-SHANTER BOULEVARD ,
10/24/2005,MOTOR VEHICLE THEFT ,TAM-O-SHANTER BOULEVARD ,
11/2/2005,TRESPASSING ,TAM-O-SHANTER BOULEVARD ,
12/7/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
12/12/2005,"DAMAGE PROPERTY, PRIVATE ",TAM-O-SHANTER BOULEVARD ,
12/12/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
12/16/2005,PETIT LARCENY ,TAM-O-SHANTER BOULEVARD ,
3/17/2005,CITIZEN REQUESTED ASSISTANCE ,THUNDERBIRD LANE ,
9/21/2005,"BURGLARY, RESIDENTIAL ",THUNDERBIRD LANE ,
10/10/2005,"DAMAGE PROPERTY, PRIVATE ",THUNDERBIRD LANE ,
5/14/2005,"ASSAULT, SIMPLE, DOMESTIC ",TRAFALGAR COURT ,
5/21/2005,"LARCENY,FROM MOTOR VEHICLE ",VINEYARD LANE ,
1/1/2005,"DAMAGE PROPERTY, PRIVATE ",WALLER MILL ROAD ,
1/7/2005,"DAMAGE PROPERTY, PRIVATE ",WALLER MILL ROAD ,
1/26/2005,GRAND LARCENY ,WALLER MILL ROAD ,
2/9/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
2/26/2005,PETIT LARCENY ,WALLER MILL ROAD ,
2/27/2005,PETIT LARCENY ,WALLER MILL ROAD ,
3/17/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,WALLER MILL ROAD ,
4/3/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
4/3/2005,LOST PROPERTY ,WALLER MILL ROAD ,
4/4/2005,GRAND LARCENY ,WALLER MILL ROAD ,
4/17/2005,"ASSAULT, SIMPLE ",WALLER MILL ROAD ,
4/17/2005,DRUNK IN PUBLIC ,WALLER MILL ROAD ,
5/31/2005,GRAND LARCENY ,WALLER MILL ROAD ,
6/8/2005,GRAND LARCENY ,WALLER MILL ROAD ,
6/14/2005,PETIT LARCENY ,WALLER MILL ROAD ,
6/22/2005,"DAMAGE PROPERTY, PRIVATE ",WALLER MILL ROAD ,
7/19/2005,CONCEALMENT/PRICE CHANGING ,WALLER MILL ROAD ,
7/20/2005,PETIT LARCENY ,WALLER MILL ROAD ,
8/5/2005,CREDIT CARD FRAUD ,WALLER MILL ROAD ,
8/12/2005,DRUNK IN PUBLIC ,WALLER MILL ROAD ,
8/15/2005,ABUSE AND NEGLECT OF CHILDREN ,WALLER MILL ROAD ,
8/16/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,WALLER MILL ROAD ,
9/15/2005,"LARCENY,FROM MOTOR VEHICLE ",WALLER MILL ROAD ,
10/18/2005,LOST PROPERTY ,WALLER MILL ROAD ,
10/30/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
11/15/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
11/26/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
11/26/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",WALLER MILL ROAD ,
11/26/2005,"DAMAGE PROPERTY, PRIVATE ",WALLER MILL ROAD ,
12/14/2005,PETIT LARCENY ,WALLER MILL ROAD ,
12/19/2005,TRESPASSING ,WALLER MILL ROAD ,
4/3/2005,CITIZEN REQUESTED ASSISTANCE ,WALLER MILL ROAD & CORAN DRIVE ,
7/14/2005,CITIZEN REQUESTED ASSISTANCE ,WARRICK COURT ,
8/31/2005,PETIT LARCENY ,WATER COUNTRY PARKING LOT ,
4/30/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
5/22/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
6/5/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
6/16/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
7/1/2005,LOST PROPERTY ,WATER COUNTRY PARKWAY ,
7/3/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
7/3/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
7/10/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
7/13/2005,"ASSAULT, SIMPLE ",WATER COUNTRY PARKWAY ,
7/13/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
7/13/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
7/15/2005,"ASSAULT, SIMPLE, DOMESTIC ",WATER COUNTRY PARKWAY ,
7/15/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
7/15/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
7/20/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
7/20/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
7/22/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
7/26/2005,SEXUAL BATTERY ,WATER COUNTRY PARKWAY ,
7/27/2005,SEXUAL BATTERY ,WATER COUNTRY PARKWAY ,
8/5/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
8/12/2005,CITIZEN REQUESTED ASSISTANCE ,WATER COUNTRY PARKWAY ,
8/12/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
8/13/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
8/15/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
8/28/2005,"DAMAGE PROPERTY, BUSINESS ",WATER COUNTRY PARKWAY ,
8/29/2005,CITIZEN REQUESTED ASSISTANCE ,WATER COUNTRY PARKWAY ,
8/29/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
9/5/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
9/13/2005,"BURGLARY, BUSINESS ",WATER COUNTRY PARKWAY ,
9/13/2005,PETIT LARCENY ,WATER COUNTRY PARKWAY ,
9/26/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
11/10/2005,GRAND LARCENY ,WATER COUNTRY PARKWAY ,
12/21/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
12/21/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
12/21/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
12/21/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
12/21/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
12/21/2005,"LARCENY,FROM MOTOR VEHICLE ",WATER COUNTRY PARKWAY ,
4/4/2005,"BURGLARY, RESIDENTIAL ",WEAVER ROAD ,
4/4/2005,"DAMAGE PROPERTY, PRIVATE ",WEAVER ROAD ,
6/12/2005,"LARCENY,FROM MOTOR VEHICLE ",WEAVER ROAD ,
6/16/2005,"BURGLARY, RESIDENTIAL ",WELLINGTON DRIVE ,
2/9/2005,POSSESS WEAPON ON SCHOOL PROPERTY ,WEST QUEENS DRIVE ,
2/9/2005,POSSESSION OF MARIJUANA ,WEST QUEENS DRIVE ,
4/18/2005,TRESPASSING ,WEST QUEENS DRIVE ,
6/8/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,WEST QUEENS DRIVE ,
9/7/2005,GRAND LARCENY ,WEST QUEENS DRIVE ,
9/24/2005,RUNAWAY JUVENILE ,WEST QUEENS DRIVE ,
10/7/2005,"ASSAULT, SIMPLE ",WEST QUEENS DRIVE ,QUEENS LAKE
10/10/2005,CITIZEN REQUESTED ASSISTANCE ,WEST QUEENS DRIVE ,
10/10/2005,RUNAWAY JUVENILE ,WEST QUEENS DRIVE ,
11/10/2005,"DAMAGE PROPERTY, PRIVATE ",WEST QUEENS DRIVE ,
11/30/2005,"ASSAULT, SIMPLE ",WEST QUEENS DRIVE ,
11/30/2005,POSSESS WEAPON ON SCHOOL PROPERTY ,WEST QUEENS DRIVE ,
12/13/2005,PETIT LARCENY ,WEST QUEENS DRIVE ,
7/23/2005,RUNAWAY JUVENILE ,WEST SEMPLE ROAD ,
8/19/2005,"DAMAGE PROPERTY, PRIVATE ",WEST SEMPLE ROAD ,
8/19/2005,"DAMAGE PROPERTY, PRIVATE ",WEST SEMPLE ROAD ,
8/19/2005,"DAMAGE PROPERTY, PRIVATE ",WEST SEMPLE ROAD ,
8/25/2005,GRAND LARCENY ,WEST SEMPLE ROAD ,
8/25/2005,OBSTRUCTING JUSTICE ,WEST SEMPLE ROAD ,
8/25/2005,POSSESSION OF CONTROLLED SUBSTANCES ,WEST SEMPLE ROAD ,
9/15/2005,"DAMAGE PROPERTY, PRIVATE ",WEST SEMPLE ROAD ,
10/11/2005,CITIZEN REQUESTED ASSISTANCE ,WEST SEMPLE ROAD ,
12/3/2005,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,WEST SEMPLE ROAD ,
12/3/2005,"BURGLARY, RESIDENTIAL ",WEST SEMPLE ROAD ,
12/3/2005,"DAMAGE PROPERTY, PRIVATE ",WEST SEMPLE ROAD ,
12/3/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,WEST SEMPLE ROAD ,
1/3/2005,CRUELTY TO ANIMALS ,WILKINS DRIVE ,
5/28/2005,CITIZEN REQUESTED ASSISTANCE ,WILKINS DRIVE ,
8/25/2005,"ASSAULT, SIMPLE, DOMESTIC ",WILKINS DRIVE ,
10/15/2005,CITIZEN REQUESTED ASSISTANCE ,WILKINS DRIVE ,
5/26/2005,GRAND LARCENY ,WILL SCARLETT LANE ,
2/23/2005,CITIZEN REQUESTED ASSISTANCE ,WILLIAMSBURG COMMONS ,
5/18/2005,DEAD ON ARRIVAL ,WINDSOR LANE ,
12/10/2005,CREDIT CARD THEFT ,WOODMERE DRIVE ,
10/7/2005,CITIZEN REQUESTED ASSISTANCE ,YARDARM COURT ,
12/10/2005,CITIZEN REQUESTED ASSISTANCE ,YARDARM COURT ,
